# mapping_set_id: https://w3id.org/commons/ols/mappings/efo.ols.sssom.tsv
# mapping_set_group: ols_sssom_extracts
# mapping_set_confidence: '0.7'
# other:
#   mapping_set_source: https://www.ebi.ac.uk/ols4/ontologies/efo
#   local_id: efo.ols
# local_name: efo.ols.sssom.tsv
# curie_map:
#   semapv: https://w3id.org/semapv/vocab/
#   owl: http://www.w3.org/2002/07/owl#
#   skos: http://www.w3.org/2004/02/skos/core#
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   chebi: http://purl.obolibrary.org/obo/chebi/
#   inchi: 'https://bioregistry.io/inchi:'
#   inchikey: 'https://bioregistry.io/inchikey:'
#   smiles: 'https://bioregistry.io/smiles:'
#   EFO: http://purl.obolibrary.org/obo/EFO_
#   PMID: http://www.ncbi.nlm.nih.gov/pubmed/
#   EFO_2: http://www.ebi.ac.uk/efo/EFO_
#   MO: http://purl.obolibrary.org/obo/MO_
#   DOID: http://purl.obolibrary.org/obo/DOID_
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   NCIT: http://purl.obolibrary.org/obo/NCIT_
#   SCTID: http://snomed.info/id/
#   MESH: http://id.nlm.nih.gov/mesh/
#   MedDRA: http://bioportal.bioontology.org/ontologies/MEDDRA?p=classes&conceptid=
#   OMIM: https://omim.org/entry/
#   Orphanet: http://www.orpha.net/consor/cgi-bin/OC_Exp.php?Lng=EN&Expert=
#   UMLS: http://linkedlifedata.com/resource/umls/id/
#   CL: http://purl.obolibrary.org/obo/CL_
#   NCIt: http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=
#   DOID_2: 'https://www.ebi.ac.uk/ols/ontologies/doid/terms?obo_id=DOID:'
#   BTO: http://purl.obolibrary.org/obo/BTO_
#   EHDAA: http://purl.obolibrary.org/obo/EHDAA_
#   EMAPA: http://purl.obolibrary.org/obo/EMAPA_
#   FMA: http://purl.obolibrary.org/obo/FMA_
#   MA: http://purl.obolibrary.org/obo/MA_
#   MAT: http://purl.obolibrary.org/obo/MAT_
#   TAO: http://purl.obolibrary.org/obo/TAO_
#   ZFA: http://purl.obolibrary.org/obo/ZFA_
#   XAO: http://purl.obolibrary.org/obo/XAO_
#   MeSH: http://id.nlm.nih.gov/mesh/
#   SNOMEDCT: http://snomed.info/id/
#   ICD10: https://icd.who.int/browse10/2019/en#/
#   ICD9: http://www.icd9data.com/getICD9Code.ashx?icd9=
#   Wikipedia: http://en.wikipedia.org/wiki/
#   HGNC: 'https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:'
#   HP: http://purl.obolibrary.org/obo/HP_
#   NCIm: http://ncim.nci.nih.gov/ncimbrowser/ConceptReport.jsp?dictionary=NCI%20MetaThesaurus&code=
#   FBbt: http://purl.obolibrary.org/obo/FBbt_
#   TADS: http://purl.obolibrary.org/obo/TADS_
#   TGMA: http://purl.obolibrary.org/obo/TGMA_
#   OMIMPS: https://omim.org/MIM:PS
#   AAO: http://purl.obolibrary.org/obo/AAO_
#   WBbt: http://purl.obolibrary.org/obo/WBbt_
#   ICD10CM: https://icd.codes/icd10cm/
#   MP: http://purl.obolibrary.org/obo/MP_
#   OGMS: http://purl.obolibrary.org/obo/OGMS_
#   PO: http://purl.obolibrary.org/obo/PO_
#   ICD10WHO: https://icd.who.int/browse10/2019/en#/
#   MA_2: 'http://www.informatics.jax.org/searches/AMA.cgi?id=MA:'
#   CLO: http://purl.obolibrary.org/obo/CLO_
#   PATO: http://purl.obolibrary.org/obo/PATO_
#   FBdv: http://purl.obolibrary.org/obo/FBdv_
#   WBls: http://purl.obolibrary.org/obo/WBls_
#   ZFS: http://purl.obolibrary.org/obo/ZFS_
#   JAX: https://www.jax.org/strain/
#   RGD: https://rgd.mcw.edu/rgdweb/search/search.html?term=
#   IDOMAL: http://purl.obolibrary.org/obo/IDOMAL_
#   UBERON: http://purl.obolibrary.org/obo/UBERON_
#   HP_2: 'https://hpo.jax.org/app/browse/term/HP:'
#   DSSTox_Generic_SID: https://pubchem.ncbi.nlm.nih.gov/substance/
#   DSSTox_CID: https://pubchem.ncbi.nlm.nih.gov/compound/
#   MFOMD: http://purl.obolibrary.org/obo/MFOMD_
#   OBI: http://purl.obolibrary.org/obo/OBI_
#   GO: http://purl.obolibrary.org/obo/GO_
#   CMO: http://purl.obolibrary.org/obo/CMO_
#   coriell: http://ccr.coriell.org/Sections/Search/Sample_Detail.aspx?Ref=
#   SCTID_2010_1_31: http://snomed.info/id/
#   ATC_code: http://www.whocc.no/atc_ddd_index/?code=
#   IDO: http://purl.obolibrary.org/obo/IDO_
#   UniProt: https://purl.uniprot.org/uniprot/
#   MmusDv: http://purl.obolibrary.org/obo/MmusDv_
#   ORDO: http://www.orpha.net/ORDO/Orphanet_
#   ERO: http://purl.obolibrary.org/obo/ERO_
#   BAO: http://bioportal.bioontology.org/ontologies/BAO/bao:BAO_
#   FBDV: http://purl.obolibrary.org/obo/FBdv_
#   FMA_2: 'https://www.ebi.ac.uk/ols/ontologies/fma/terms?obo_id=FMA:'
#   HsapDv: http://purl.obolibrary.org/obo/HsapDv_
#   doi: http://dx.doi.org/
#   pubchem.compound: https://pubchem.ncbi.nlm.nih.gov/compound/
#   OAE: http://purl.obolibrary.org/obo/OAE_
#   snomedct: http://snomed.info/id/
#   uniprot.disease: https://www.uniprot.org/diseases/
#   Reactome: https://www.reactome.org/content/detail/
#   HMDB: http://www.hmdb.ca/metabolites/
#   MedGen: https://www.ncbi.nlm.nih.gov/medgen/
#   SYMP: http://purl.obolibrary.org/obo/SYMP_
#   OMIT: http://purl.obolibrary.org/obo/OMIT_
#   CHMO: http://purl.obolibrary.org/obo/CHMO_
#   PRIDE: http://purl.obolibrary.org/obo/PRIDE_
#   MEDGEN: https://www.ncbi.nlm.nih.gov/medgen/
#   CLO_2: https://www.ebi.ac.uk/ols/ontologies/clo/terms?short_form=CLO_
#   hpscreg: https://hpscreg.eu/cell-line/
#   jax: https://www.jax.org/strain/
#   ENM: http://purl.enanomapper.org/onto/ENM_
#   NPO: http://purl.bioontology.org/ontology/npo#NPO_
#   TXPO: http://purl.obolibrary.org/obo/TXPO_
#   Medgen: https://www.ncbi.nlm.nih.gov/medgen/
#   MGI: http://www.informatics.jax.org/accession/
#   PubChem: https://pubchem.ncbi.nlm.nih.gov/compound/
#   VT: http://purl.obolibrary.org/obo/VT_
#   PR: http://purl.obolibrary.org/obo/PR_
#   T3DB: http://www.t3db.org/toxins/
#   DERMO: http://purl.obolibrary.org/obo/DERMO_
subject_id	predicate_id	object_id	mapping_justification	subject_label	object_label
EFO_2:0000515	oboInOwl:hasDbXref	NCIt:C4325	semapv:UnspecifiedMatching	obsolete_brain tumor glioblastoma	
EFO_2:0000515	oboInOwl:hasDbXref	SNOMEDCT:44529004	semapv:UnspecifiedMatching	obsolete_brain tumor glioblastoma	
EFO_2:0000516	oboInOwl:hasDbXref	DOID:1686	semapv:UnspecifiedMatching	obsolete_glaucoma	glaucoma
EFO_2:0000516	oboInOwl:hasDbXref	ICD10:H40	semapv:UnspecifiedMatching	obsolete_glaucoma	
EFO_2:0000516	oboInOwl:hasDbXref	ICD9:365	semapv:UnspecifiedMatching	obsolete_glaucoma	
EFO_2:0000516	oboInOwl:hasDbXref	MeSH:D005901	semapv:UnspecifiedMatching	obsolete_glaucoma	
EFO_2:0000516	oboInOwl:hasDbXref	MedDRA:10018304	semapv:UnspecifiedMatching	obsolete_glaucoma	
EFO_2:0000516	oboInOwl:hasDbXref	MedDRA:10018332	semapv:UnspecifiedMatching	obsolete_glaucoma	
EFO_2:0000516	oboInOwl:hasDbXref	NCIt:C26782	semapv:UnspecifiedMatching	obsolete_glaucoma	
EFO_2:0000516	oboInOwl:hasDbXref	SNOMEDCT:23986001	semapv:UnspecifiedMatching	obsolete_glaucoma	
EFO_2:0000518	oboInOwl:hasDbXref	CL:0000243	semapv:UnspecifiedMatching	obsolete_glial cell (sensu Vertebrata)	obsolete glial cell (sensu Vertebrata)
EFO_2:0000519	oboInOwl:hasDbXref	DOID:3068	semapv:UnspecifiedMatching	glioblastoma multiforme	glioblastoma
EFO_2:0000519	oboInOwl:hasDbXref	GARD:0002491	semapv:UnspecifiedMatching	glioblastoma multiforme	
EFO_2:0000519	oboInOwl:hasDbXref	HP:0012174	semapv:UnspecifiedMatching	glioblastoma multiforme	Glioblastoma multiforme
EFO_2:0000519	oboInOwl:hasDbXref	HP:0100843	semapv:UnspecifiedMatching	glioblastoma multiforme	obsolete Glioblastoma
EFO_2:0000519	oboInOwl:hasDbXref	MESH:D005909	semapv:UnspecifiedMatching	glioblastoma multiforme	
EFO_2:0000519	oboInOwl:hasDbXref	MONDO:0018177	semapv:UnspecifiedMatching	glioblastoma multiforme	glioblastoma
EFO_2:0000519	oboInOwl:hasDbXref	MedDRA:10018336	semapv:UnspecifiedMatching	glioblastoma multiforme	
EFO_2:0000519	oboInOwl:hasDbXref	MedDRA:10018337	semapv:UnspecifiedMatching	glioblastoma multiforme	
EFO_2:0000519	oboInOwl:hasDbXref	NCIT:C3058	semapv:UnspecifiedMatching	glioblastoma multiforme	Glioblastoma
EFO_2:0000519	oboInOwl:hasDbXref	Orphanet:360	semapv:UnspecifiedMatching	glioblastoma multiforme	
EFO_2:0000519	oboInOwl:hasDbXref	SCTID:393563007	semapv:UnspecifiedMatching	glioblastoma multiforme	
EFO_2:0000519	oboInOwl:hasDbXref	UMLS:C0017636	semapv:UnspecifiedMatching	glioblastoma multiforme	
EFO_2:0000519	oboInOwl:hasDbXref	UMLS:C1621958	semapv:UnspecifiedMatching	glioblastoma multiforme	
EFO_2:0000520	oboInOwl:hasDbXref	DOID_2:2627	semapv:UnspecifiedMatching	obsolete_glioma	
EFO_2:0000520	oboInOwl:hasDbXref	MeSH:D005910	semapv:UnspecifiedMatching	obsolete_glioma	
EFO_2:0000520	oboInOwl:hasDbXref	NCIt:C3059	semapv:UnspecifiedMatching	obsolete_glioma	
EFO_2:0000520	oboInOwl:hasDbXref	SNOMEDCT:115240006	semapv:UnspecifiedMatching	obsolete_glioma	
EFO_2:0000520	oboInOwl:hasDbXref	SNOMEDCT:189908003	semapv:UnspecifiedMatching	obsolete_glioma	
EFO_2:0000520	oboInOwl:hasDbXref	SNOMEDCT:189926000	semapv:UnspecifiedMatching	obsolete_glioma	
EFO_2:0000520	oboInOwl:hasDbXref	SNOMEDCT:74532006	semapv:UnspecifiedMatching	obsolete_glioma	
EFO_2:0000523	oboInOwl:hasDbXref	MO:183	semapv:UnspecifiedMatching	growth condition	
EFO_2:0000524	oboInOwl:hasDbXref	NCIt:C27571	semapv:UnspecifiedMatching	head and neck disorder	
EFO_2:0000525	oboInOwl:hasDbXref	DOID_2:253	semapv:UnspecifiedMatching	obsolete_hematological neoplasm	
EFO_2:0000526	oboInOwl:hasDbXref	CL:0000037	semapv:UnspecifiedMatching	obsolete_hemopoietic progenitor cell	hematopoietic stem cell
EFO_2:0000529	oboInOwl:hasDbXref	DOID:2476	semapv:UnspecifiedMatching	obsolete_hereditary spastic paraplegia	hereditary spastic paraplegia
EFO_2:0000529	oboInOwl:hasDbXref	MeSH:D015419	semapv:UnspecifiedMatching	obsolete_hereditary spastic paraplegia	
EFO_2:0000529	oboInOwl:hasDbXref	OMIM:600361	semapv:UnspecifiedMatching	obsolete_hereditary spastic paraplegia	
EFO_2:0000529	oboInOwl:hasDbXref	SNOMEDCT:39912006	semapv:UnspecifiedMatching	obsolete_hereditary spastic paraplegia	
EFO_2:0000529	oboInOwl:hasDbXref	SNOMEDCT:76043009	semapv:UnspecifiedMatching	obsolete_hereditary spastic paraplegia	
EFO_2:0000532	oboInOwl:hasDbXref	MO:101	semapv:UnspecifiedMatching	host	
EFO_2:0000532	oboInOwl:hasDbXref	NCIt:C66819	semapv:UnspecifiedMatching	host	
EFO_2:0000533	oboInOwl:hasDbXref	DOID:12858	semapv:UnspecifiedMatching	obsolete_Huntington's disease	Huntington's disease
EFO_2:0000533	oboInOwl:hasDbXref	MeSH:D006816	semapv:UnspecifiedMatching	obsolete_Huntington's disease	
EFO_2:0000533	oboInOwl:hasDbXref	OMIM:143100	semapv:UnspecifiedMatching	obsolete_Huntington's disease	
EFO_2:0000533	oboInOwl:hasDbXref	SNOMEDCT:58756001	semapv:UnspecifiedMatching	obsolete_Huntington's disease	
EFO_2:0000534	oboInOwl:hasDbXref	MeSH:D006874	semapv:UnspecifiedMatching	hydrostatic pressure	
EFO_2:0000536	oboInOwl:hasDbXref	MESH:D006965	semapv:UnspecifiedMatching	hyperplasia	
EFO_2:0000536	oboInOwl:hasDbXref	MONDO:0005043	semapv:UnspecifiedMatching	hyperplasia	hyperplasia
EFO_2:0000536	oboInOwl:hasDbXref	MeSH:D006965	semapv:UnspecifiedMatching	hyperplasia	
EFO_2:0000536	oboInOwl:hasDbXref	MedDRA:10020718	semapv:UnspecifiedMatching	hyperplasia	
EFO_2:0000536	oboInOwl:hasDbXref	NCIT:C3113	semapv:UnspecifiedMatching	hyperplasia	Hyperplasia
EFO_2:0000536	oboInOwl:hasDbXref	NCIt:C3113	semapv:UnspecifiedMatching	hyperplasia	
EFO_2:0000536	oboInOwl:hasDbXref	SNOMEDCT:76197007	semapv:UnspecifiedMatching	hyperplasia	
EFO_2:0000537	oboInOwl:hasDbXref	DOID:10763	semapv:UnspecifiedMatching	hypertension	hypertension
EFO_2:0000537	oboInOwl:hasDbXref	HP:0000822	semapv:UnspecifiedMatching	hypertension	Hipertansiyon
EFO_2:0000537	oboInOwl:hasDbXref	ICD10:O10	semapv:UnspecifiedMatching	hypertension	
EFO_2:0000537	oboInOwl:hasDbXref	ICD10:O11	semapv:UnspecifiedMatching	hypertension	
EFO_2:0000537	oboInOwl:hasDbXref	ICD10CM:I15	semapv:UnspecifiedMatching	hypertension	
EFO_2:0000537	oboInOwl:hasDbXref	MESH:D006973	semapv:UnspecifiedMatching	hypertension	
EFO_2:0000537	oboInOwl:hasDbXref	MONDO:0005044	semapv:UnspecifiedMatching	hypertension	hypertensive disorder
EFO_2:0000537	oboInOwl:hasDbXref	MeSH:D006973	semapv:UnspecifiedMatching	hypertension	
EFO_2:0000537	oboInOwl:hasDbXref	MedDRA:10020772	semapv:UnspecifiedMatching	hypertension	
EFO_2:0000537	oboInOwl:hasDbXref	NCIT:C3117	semapv:UnspecifiedMatching	hypertension	Hypertension
EFO_2:0000537	oboInOwl:hasDbXref	NCIt:C3117	semapv:UnspecifiedMatching	hypertension	
EFO_2:0000537	oboInOwl:hasDbXref	OMIM:145500	semapv:UnspecifiedMatching	hypertension	
EFO_2:0000537	oboInOwl:hasDbXref	SCTID:38341003	semapv:UnspecifiedMatching	hypertension	
EFO_2:0000537	oboInOwl:hasDbXref	UMLS:C0020538	semapv:UnspecifiedMatching	hypertension	
EFO_2:0000538	oboInOwl:hasDbXref	DOID:11984	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	hypertrophic cardiomyopathy
EFO_2:0000538	oboInOwl:hasDbXref	HP:0001639	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	Cardiomyopathie hypertrophique
EFO_2:0000538	oboInOwl:hasDbXref	MESH:D002312	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	
EFO_2:0000538	oboInOwl:hasDbXref	MONDO:0005045	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	hypertrophic cardiomyopathy
EFO_2:0000538	oboInOwl:hasDbXref	MeSH:D002312	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	
EFO_2:0000538	oboInOwl:hasDbXref	MedDRA:10020871	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	
EFO_2:0000538	oboInOwl:hasDbXref	NCIT:C34449	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	Hypertrophic Cardiomyopathy
EFO_2:0000538	oboInOwl:hasDbXref	NCIt:C34449	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	
EFO_2:0000538	oboInOwl:hasDbXref	OMIM:115196	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	
EFO_2:0000538	oboInOwl:hasDbXref	OMIM:115197	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	
EFO_2:0000538	oboInOwl:hasDbXref	OMIM:192600	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	
EFO_2:0000538	oboInOwl:hasDbXref	OMIM:600858	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	
EFO_2:0000538	oboInOwl:hasDbXref	OMIM:601493	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	
EFO_2:0000538	oboInOwl:hasDbXref	OMIM:608751	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	
EFO_2:0000538	oboInOwl:hasDbXref	OMIM:612098	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	
EFO_2:0000538	oboInOwl:hasDbXref	OMIM:613251	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	
EFO_2:0000538	oboInOwl:hasDbXref	OMIM:613255	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	
EFO_2:0000538	oboInOwl:hasDbXref	OMIM:613690	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	
EFO_2:0000538	oboInOwl:hasDbXref	OMIM:613765	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	
EFO_2:0000538	oboInOwl:hasDbXref	OMIM:613838	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	
EFO_2:0000538	oboInOwl:hasDbXref	OMIM:613873	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	
EFO_2:0000538	oboInOwl:hasDbXref	OMIM:613874	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	
EFO_2:0000538	oboInOwl:hasDbXref	OMIM:613875	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	
EFO_2:0000538	oboInOwl:hasDbXref	OMIM:613876	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	
EFO_2:0000538	oboInOwl:hasDbXref	OMIM:618052	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	
EFO_2:0000538	oboInOwl:hasDbXref	Orphanet:217569	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	
EFO_2:0000538	oboInOwl:hasDbXref	SCTID:233873004	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	
EFO_2:0000538	oboInOwl:hasDbXref	SNOMEDCT:233873004	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	
EFO_2:0000538	oboInOwl:hasDbXref	UMLS:C0007194	semapv:UnspecifiedMatching	hypertrophic cardiomyopathy	
EFO_2:0000540	oboInOwl:hasDbXref	DOID:2914	semapv:UnspecifiedMatching	immune system disease	immune system disease
EFO_2:0000540	oboInOwl:hasDbXref	ICD10:D89	semapv:UnspecifiedMatching	immune system disease	
EFO_2:0000540	oboInOwl:hasDbXref	ICD9:279	semapv:UnspecifiedMatching	immune system disease	
EFO_2:0000540	oboInOwl:hasDbXref	MESH:D007154	semapv:UnspecifiedMatching	immune system disease	
EFO_2:0000540	oboInOwl:hasDbXref	MONDO:0005046	semapv:UnspecifiedMatching	immune system disease	immune system disorder
EFO_2:0000540	oboInOwl:hasDbXref	MeSH:D001327	semapv:UnspecifiedMatching	immune system disease	
EFO_2:0000540	oboInOwl:hasDbXref	NCIT:C3507	semapv:UnspecifiedMatching	immune system disease	Immune System Disorder
EFO_2:0000540	oboInOwl:hasDbXref	NCIt:C27351	semapv:UnspecifiedMatching	immune system disease	
EFO_2:0000540	oboInOwl:hasDbXref	OMIM:109100	semapv:UnspecifiedMatching	immune system disease	
EFO_2:0000540	oboInOwl:hasDbXref	SCTID:414029004	semapv:UnspecifiedMatching	immune system disease	
EFO_2:0000541	oboInOwl:hasDbXref	SNOMEDCT:77662002	semapv:UnspecifiedMatching	immunoprecipitate	
EFO_2:0000542	oboInOwl:hasDbXref	SNOMEDCT:385435006	semapv:UnspecifiedMatching	individual	
EFO_2:0000544	oboInOwl:hasDbXref	MeSH:D007239	semapv:UnspecifiedMatching	infection	
EFO_2:0000544	oboInOwl:hasDbXref	MedDRA:10021789	semapv:UnspecifiedMatching	infection	
EFO_2:0000545	oboInOwl:hasDbXref	DOID:5223	semapv:UnspecifiedMatching	infertility	infertility
EFO_2:0000545	oboInOwl:hasDbXref	MESH:D007246	semapv:UnspecifiedMatching	infertility	
EFO_2:0000545	oboInOwl:hasDbXref	MONDO:0005047	semapv:UnspecifiedMatching	infertility	infertility disorder
EFO_2:0000545	oboInOwl:hasDbXref	MeSH:D007246	semapv:UnspecifiedMatching	infertility	
EFO_2:0000545	oboInOwl:hasDbXref	MedDRA:10021926	semapv:UnspecifiedMatching	infertility	
EFO_2:0000545	oboInOwl:hasDbXref	MedDRA:10021935	semapv:UnspecifiedMatching	infertility	
EFO_2:0000545	oboInOwl:hasDbXref	MedDRA:10021936	semapv:UnspecifiedMatching	infertility	
EFO_2:0000545	oboInOwl:hasDbXref	MedDRA:10021937	semapv:UnspecifiedMatching	infertility	
EFO_2:0000545	oboInOwl:hasDbXref	MedDRA:10021938	semapv:UnspecifiedMatching	infertility	
EFO_2:0000545	oboInOwl:hasDbXref	MedDRA:10021939	semapv:UnspecifiedMatching	infertility	
EFO_2:0000545	oboInOwl:hasDbXref	MedDRA:10021940	semapv:UnspecifiedMatching	infertility	
EFO_2:0000545	oboInOwl:hasDbXref	MedDRA:10021941	semapv:UnspecifiedMatching	infertility	
EFO_2:0000545	oboInOwl:hasDbXref	NCIT:C3836	semapv:UnspecifiedMatching	infertility	Infertility
EFO_2:0000545	oboInOwl:hasDbXref	NCIt:C3836	semapv:UnspecifiedMatching	infertility	
EFO_2:0000545	oboInOwl:hasDbXref	SNOMEDCT:15296000	semapv:UnspecifiedMatching	infertility	
EFO_2:0000545	oboInOwl:hasDbXref	SNOMEDCT:261029002	semapv:UnspecifiedMatching	infertility	
EFO_2:0000545	oboInOwl:hasDbXref	SNOMEDCT:8619003	semapv:UnspecifiedMatching	infertility	
EFO_2:0000546	oboInOwl:hasDbXref	ICD10:S20	semapv:UnspecifiedMatching	injury	
EFO_2:0000546	oboInOwl:hasDbXref	ICD10:S56	semapv:UnspecifiedMatching	injury	
EFO_2:0000546	oboInOwl:hasDbXref	ICD10:S60	semapv:UnspecifiedMatching	injury	
EFO_2:0000546	oboInOwl:hasDbXref	ICD10:S65	semapv:UnspecifiedMatching	injury	
EFO_2:0000546	oboInOwl:hasDbXref	ICD10:S66	semapv:UnspecifiedMatching	injury	
EFO_2:0000546	oboInOwl:hasDbXref	ICD10:S69	semapv:UnspecifiedMatching	injury	
EFO_2:0000546	oboInOwl:hasDbXref	ICD10:S86	semapv:UnspecifiedMatching	injury	
EFO_2:0000546	oboInOwl:hasDbXref	ICD10:S89	semapv:UnspecifiedMatching	injury	
EFO_2:0000546	oboInOwl:hasDbXref	ICD10:T00	semapv:UnspecifiedMatching	injury	
EFO_2:0000546	oboInOwl:hasDbXref	ICD10:T01	semapv:UnspecifiedMatching	injury	
EFO_2:0000546	oboInOwl:hasDbXref	ICD10:T06	semapv:UnspecifiedMatching	injury	
EFO_2:0000546	oboInOwl:hasDbXref	ICD10:T09	semapv:UnspecifiedMatching	injury	
EFO_2:0000546	oboInOwl:hasDbXref	ICD10:T14	semapv:UnspecifiedMatching	injury	
EFO_2:0000546	oboInOwl:hasDbXref	ICD10:T70	semapv:UnspecifiedMatching	injury	
EFO_2:0000546	oboInOwl:hasDbXref	ICD10:T91	semapv:UnspecifiedMatching	injury	
EFO_2:0000546	oboInOwl:hasDbXref	ICD10:T94	semapv:UnspecifiedMatching	injury	
EFO_2:0000546	oboInOwl:hasDbXref	ICD10:T98	semapv:UnspecifiedMatching	injury	
EFO_2:0000546	oboInOwl:hasDbXref	MESH:D014947	semapv:UnspecifiedMatching	injury	
EFO_2:0000546	oboInOwl:hasDbXref	MONDO:0021178	semapv:UnspecifiedMatching	injury	injury
EFO_2:0000546	oboInOwl:hasDbXref	MedDRA:10022116	semapv:UnspecifiedMatching	injury	
EFO_2:0000546	oboInOwl:hasDbXref	MedDRA:10022390	semapv:UnspecifiedMatching	injury	
EFO_2:0000546	oboInOwl:hasDbXref	NCIT:C3671	semapv:UnspecifiedMatching	injury	Injury
EFO_2:0000546	oboInOwl:hasDbXref	NCIt:C3671	semapv:UnspecifiedMatching	injury	
EFO_2:0000546	oboInOwl:hasDbXref	SNOMEDCT:13924000	semapv:UnspecifiedMatching	injury	
EFO_2:0000546	oboInOwl:hasDbXref	SNOMEDCT:416462003	semapv:UnspecifiedMatching	injury	
EFO_2:0000547	oboInOwl:hasDbXref	NCIt:C13740	semapv:UnspecifiedMatching	obsolete_inner cell mass	
EFO_2:0000548	oboInOwl:hasDbXref	MO:113	semapv:UnspecifiedMatching	instrument	
EFO_2:0000548	oboInOwl:hasDbXref	MO:134	semapv:UnspecifiedMatching	instrument	
EFO_2:0000548	oboInOwl:hasDbXref	SNOMEDCT:57134006	semapv:UnspecifiedMatching	instrument	
EFO_2:0000549	oboInOwl:hasDbXref	MONDO:0005048	semapv:UnspecifiedMatching	insulinoma	pancreatic insulin-producing neuroendocrine tumor
EFO_2:0000549	oboInOwl:hasDbXref	NCIT:C3140	semapv:UnspecifiedMatching	insulinoma	Pancreatic Insulin-Producing Neuroendocrine Tumor
EFO_2:0000549	oboInOwl:hasDbXref	Orphanet:97279	semapv:UnspecifiedMatching	insulinoma	
EFO_2:0000551	oboInOwl:hasDbXref	ICD10:I62	semapv:UnspecifiedMatching	intracranial hemorrhage	
EFO_2:0000551	oboInOwl:hasDbXref	MeSH:D020300	semapv:UnspecifiedMatching	intracranial hemorrhage	
EFO_2:0000551	oboInOwl:hasDbXref	MedDRA:10022763	semapv:UnspecifiedMatching	intracranial hemorrhage	
EFO_2:0000551	oboInOwl:hasDbXref	MedDRA:10055295	semapv:UnspecifiedMatching	intracranial hemorrhage	
EFO_2:0000551	oboInOwl:hasDbXref	SNOMEDCT:1386000	semapv:UnspecifiedMatching	intracranial hemorrhage	
EFO_2:0000552	oboInOwl:hasDbXref	EFO_2:0000552	semapv:UnspecifiedMatching	invasive breast ductal and lobular carcinoma	invasive breast ductal and lobular carcinoma
EFO_2:0000552	oboInOwl:hasDbXref	MONDO:0005050	semapv:UnspecifiedMatching	invasive breast ductal and lobular carcinoma	invasive ductal and lobular carcinoma
EFO_2:0000552	oboInOwl:hasDbXref	NCIT:C7688	semapv:UnspecifiedMatching	invasive breast ductal and lobular carcinoma	Invasive Breast Ductal Carcinoma and Lobular Carcinoma
EFO_2:0000552	oboInOwl:hasDbXref	UMLS:C1334277	semapv:UnspecifiedMatching	invasive breast ductal and lobular carcinoma	
EFO_2:0000553	oboInOwl:hasDbXref	DOID:3457	semapv:UnspecifiedMatching	invasive lobular carcinoma	invasive lobular carcinoma
EFO_2:0000553	oboInOwl:hasDbXref	EFO_2:0000553	semapv:UnspecifiedMatching	invasive lobular carcinoma	invasive lobular carcinoma
EFO_2:0000553	oboInOwl:hasDbXref	MONDO:0005051	semapv:UnspecifiedMatching	invasive lobular carcinoma	invasive lobular breast carcinoma
EFO_2:0000553	oboInOwl:hasDbXref	NCIT:C7950	semapv:UnspecifiedMatching	invasive lobular carcinoma	Invasive Breast Lobular Carcinoma
EFO_2:0000553	oboInOwl:hasDbXref	UMLS:C0206692	semapv:UnspecifiedMatching	invasive lobular carcinoma	
EFO_2:0000553	oboInOwl:hasDbXref	UMLS:C0279565	semapv:UnspecifiedMatching	invasive lobular carcinoma	
EFO_2:0000554	oboInOwl:hasDbXref	MO:770	semapv:UnspecifiedMatching	irradiate	
EFO_2:0000555	oboInOwl:hasDbXref	DOID:9778	semapv:UnspecifiedMatching	irritable bowel syndrome	irritable bowel syndrome
